sentiment,review
positive,"mesmerizing, breathtaking and horrifying, this hauntingly beautiful film is the apocalypse now without fiction. slow in pace, quiet in mood, it gives good glimpses of the poisoned patches of earth that may well be signs of an inevitable doom. there is no doubt in my mind the nature is plagued and we are the disease. greed, the very essence of humanity that drives evolution and progress, has turned us into something like cancer, on its way to consume the host and die with it... manufactured landscapes is quite an unforgettable viewing experience at least i will never regard my toaster and iron the same way again."
positive,"i have to say that this miniseries was the best interpretation of the beloved novel jane eyre . both dalton and clarke are very believable as rochester and jane. i have seen other versions, but none compare to this one. the best one for me. i could never imagine anyone else playing these characters ever again. the last time i saw this one was in when i was only . at that time, i was a bookworm and i had just read charlotte bronte s novel. i was completely enchanted by this miniseries and i remember not missing any of the episodes. i would like to see it again because it is so good."
positive,"at first glance, it would seem natural to compare where the sidewalk ends with laura. both have noirish qualities, both were directed by otto preminger, and both star dana andrews and gene tierney. but that is where most of the comparisons end. laura dealt with posh, sophisticated people with means who just happen to find themselves mixed up in a murder. where the sidewalk ends is set in a completely different strata. these are people with barely two nickels to rub together who are more accustomed to seeing the underbelly of society than going to fancy dress parties. where the sidewalk ends is a gritty film filled with desperate people who solve their problems with their fists or some other weapon. small time hoods are a dime a dozen and cops routinely beat confessions out of the crooks. getting caught up in a murder investigation seems as natural as breathing. while i have not seen his entire body of work, based on what i have seen, dana andrews gives one of his best performances as the beat down cop, det. sgt. mark dixon. he is the kind of cop who is used to roughing up the local hoods if it gets him information or a confession. one night, he goes too far and accidentally kills a man. he does his best to cover it up. but things get complicated when he falls for the dead man s wife, morgan taylor tierney , whose father becomes suspect number one in the murder case. as morgan s father means the world to her, dixon s got to do what he can to clear the old man without implicating himself. technically, where the sidewalk ends is outstanding. besides the terrific performance from andrews, the movie features the always delightful tierney. she has a quality that can make even the bleakest of moments seem brighter. the rest of the cast is just as solid with tom tully as the wrongly accused father being a real standout. beyond the acting, the direction, sets, lighting, and cinematography are all top notch. overall, it is an amazingly well made film. if i have one complaint and admittedly it is a very, very minor quibble it is that tierney is almost too perfect for the role and her surroundings. it is a little difficult to believe that a woman like that could find herself mixed up with some of these unsavory characters. it is not really her fault, it is just the way tierney comes across. she seems a little too beautiful, polished, and delicate for the part. but, her gentle, kind, trusting nature add a sense of needed realism to her portrayal."
positive,"castle of blood aka castle of terror is a well crafted, surprisingly spooky entry from italian director anthony dawson. exquisite black and white cinematography, flawless dubbing, superb casting, fairly logical scripting, deliberate pacing and a surprise though totally appropriate ending set this one apart. only the films sometimes hokey music and the rather abrupt love at first sight between elizabeth barbara steele and alan georges rivi re mar an otherwise surprisingly entertaining movie. while visiting england, edgar allan poe sits in a pub, telling one of his ghostly stories to count blackwood. recognizing the great writer, alan, a young news reporter, requests an interview with poe. during the course of the conversation, poe reveals that all of his stories are true. incredulous, alan expresses his skepticism about life after death. count blackwood offers to bet alan pounds that he cannot survive this night in blackwood s castle, a night following halloween when the dead walk. alan cannot afford the bet, so he bets his life for a pound wager. unlike mario bava s overpraised black sunday, aka the mask of satan , castle of blood is fairly restrained, making the few moments of violence even more dreadful, especially surprising from a director usually associated with those terrible italian space movies from the s. it is a pity the only version of this film i have found is badly deteriorated and recorded pan and scan version. even so, it is well worth seeing, and cries out for a modern remake, perhaps with christina ricci or jennifer love hewitt in the role of elizabeth. watch it and enjoy a film that compares well with robert wise s the haunting ."
positive,"cuban blood is one of those sleeper films that has a lot to say about life in a very traditional way. i actually watched it while sailing around cuba on a western caribbean cruise. it details the life of an year old boy in a small town in cuba in and during the revolution. not much time is spent on the revolution until the very end, when the socialist regime came and took the property of the boy s father. the majority of the film is the boy s coming of age and the relationships that arise in a small town where everyone knows everyone else. there are some powerful scenes that everyone can relate to. a class a film with fine acting and directing. this is a film that tells a story with no special effects or grand schemes or real twists. it is a film about people and their lives, their mistakes, and their triumphs. a good film worth watching several times annually."
positive,"henri verneuil s film may be not so famous as parallax view, days of the condor or jfk but it is certainly not worse and sometimes even better than these classic representatives of the genre. action takes place in fictional western state where fictional president has been killed. after several years of investigation, special government commission decides that president was killed by a lone gunman. but one man prosecutor volney, played by yves montand thinks there is something more to be investigated and so the film starts. this movie does not deal with some exact theories, but it embraces the whole structure of relationship between government and society in today s world. such film could be made only in the ies but it will never lose it is actuality. furthermore, it is even a bit frightful how precise are it is oracles. out of ."
positive,"did you ever wonder how far one movie could go? schizophreniac relentlessly explores the world of the extreme with harry russo. harry is an aggravated writer, killer and drug addict scumbag who will stop at nothing to destroy those who stand between him and insanity. driven by the demonic voices of his ventriloquist dummy rubberneck, harry begins his killing spree. from director ron atkins comes the st installment of the vilest story ever to be filmed the only other movie i have seen similar to this would happen to be the nd installment entitled schizophreniac necromaniac this is a really low budget film and will not be for everyone, but if you are looking for something disturbing, different and horrific then this would make a fine choice. do not expect anything like modern day horror such as scream viewer discretion is advised"
positive,"as a long standing barbra fan, any posting like this will be biased. that aside, this film ranks as a classic. it has it is flaws emphasized in other postings , but gives a glimpse of a time late s that will never be there again, and is fascinating to watch unfold on screen. streisand fought hard to make this movie her own. i do not think she was ever satisfied. but it gives her fans a new barbra for the time with live singing, a young fresh appearance, and some very heavy duty acting. the story is rough, but exciting, and holds your interest throughout. the extended one frame finale is hard for most non barbra fans to sit through, but it speaks volumes to those who admire her talent."
positive,i happen to run into this movie one night so i decided to watch it! i was very pleased with the movie... i thought it was a wonderful plot. it is a great feeling knowing a deceased one has come back and you get that second chance to say what you want to say! and this wife stayed devoted for years!!! i thought it was a great movie!!
positive,"i realized a couple of days ago that the makers of this film put a play on words into its title. this movie is not primarily about the act of riding giants, but mostly about the people who are the giants of the sport, riding giants, to change the emphasis. in my teens i lived a block from the wedge, one of the hardest breaking and best bodysurfing spots in the world. i have been out in to foot surf, and have ridden and been hammered by and foot waves on many occasions. that experience is why i am in complete awe of the surfers in this film. the idea that jeff clark, to all appearances a normal mortal, could get away with riding maverick s by himself for over a decade is beyond my grasp. the first safety rule of any water sport is never surf dive swim by yourself. he went where sane people would not, and lived to tell about it. i would not go out there if the water were degrees and the sharks all left. in the world of warm water the first shot of the waves at jaws always makes the skin tingle over my entire body. these are not just scary waves, these are uncontrolled bowel evacuation waves. when we see laird hamilton not only surviving to foot waves i can hardly type those numbers , but actually working the faces like a fun day at rincon, i am blown away. there is a dedication and focus in big wave riders which is comparable to that of anyone in the world. this a great film. i gave it a instead of a only because it neglects to mention that there are great big wave riders in the world outside the hamilton kalama crew, and i think they deserved mention. splice in ken bradshaw at outside log cabins and a it is!"
positive,"i am writing this after just seeing the perfect son at the gay and lesbian mardi gras film festival in sydney, australia. when their father dies, two estranged brothers meet at the funeral and after discovering that one of the brothers is dying from aids, they enter on a heart warming journey of reconciliation. the two leads do a magnificent job of creating the gradual warmth and respect that builds up between them as the movie progresses. i do have one qualm about the movie though whilst the brother who is dying acts sick, he does not look it. a person of t cells would look quite ill not even a make up job to make the actor look ill was employed. a small gripe, but one that makes it a bit less realistic. despite that one small gripe, the perfect son is a wonderful movie and should you have the chance to see it do. i am hoping for a dvd release in the near future!"
positive,"the premise of the story is simple an old man living alone in the woods accidentally stumble upon a murder of a small child, and tries to convince the police that the murder has occurred. though very little dialog is provided throughout the film, the visual narrative told by the camera s eye alone made the film quite engaging. the setting of the gray woods conveys a feeling of loneliness, which complements the quietness of the characters themselves. we can also sense helplessness in the old man s inability to convince the police of the murder, which parallels the silenced child s inability to tell her own story. true horror lies in feelings of hopelessness, helplessness, and irrationality. this film successfully addresses these elements by visuals alone, rather than relying on cheap sound effects or blood and gore that other bad horror films use when the narrative is weak. cleverly, the story unfolds at a slow pace to build up tension for a few creepy and startling moments. the ending is also unexpected and believable. reminiscent of japanese horror films, such as the ring, and dark water, or english horror films, such as lady in black, and the innocents, this film provides viewers the experience of true atmosphere horror. i recommend anyone who enjoys a good chilling to the bone scare to give this film a try. by the way, if you have not seen the films i just mentioned above, you might want to give them a try as well."
positive,"i saw this film a while back and it is still at the top of my favorite movies list. it is amazingly put together and what really makes the film are the detailed tid bits such as the cafe bustelo coffee crate being reused as a cup to wash her grandsons hair that people are not seeing because you will not understand this movie unless you are hispanic. this is just one of those films that is very culturally specific and particular. please do not bash this film if you have no prior knowledge of what foundation it is being built upon. i completely see what the writer director was going for, and he hit the target perfectly! this film is highly deserving of a better rating."
positive,"i work with children from years old and they all love the doodlebops. the doodlebops are energetic, vibrant and appealing. once they start singing, we are the doodlebops we are the doodlebops we are the doodlebops oh yeah come and join the fun because we are laughing and we are singing all day it is almost impossible not to join them in song. the doodlebops brings the viewer into a world of color and fun. each show is an adventure, the doodlebops do not try to change the world with preachy messages all they do is have fun while sorting out everyday life challenges that the young child may relate to. the doodlebops is an refreshing, high action alternative to regular children s television programs."
positive,this independent film was one of the best films at the tall grass film festival that i have ever seen there i loved it there are so many things that was great about the film on top of all that the cast and crew that i had the opportunity to meet were absolutely phenomenal.i thought that avi did a great job in his role. and ricky ullman was absolutely true to his role for a disney actor i was amazed at his talent to be able to go from cheesy teen comedy to such an adult role with no problems the talent in the film was just amazing the cinematography was just great if you want to see an independent film this is one really that you should see.i think that mr gruver would have been so proud to have such a submission in his festival and his parents loved the movie so much when it won the audience favorite they went and saw it again. this truly was a great film it was dark and funny and sad and truly emotional it was just fabulous. i am honestly just so enthused by this film and i really do not want to spoil it for any one just see it and truly be amazed at it i think that these film makers really have what it takes to go places and i hope to see more work from them in the future.
positive,"to make it short and not to spoil everything this film is about kip giovanni ribsi , a car thief, who messes up a big delivery of stolen cars in total . he is then threatened to be killed by the man who gave him the order . the objective now is to get cars stolen in days, with the help of randall nicolas cage , a retired booster and also kip s brother and a couple of old friends of randall s. as you can see this is the same old, big bro needs to get lil bro out of trouble routine and of course randall is the best thief there ever was. of course as in all other movies there are also a few setbacks and surprises you never would have thought of, but at times it is predictable too, so there is nothing fancy about the story. you are by now probably wondering why this is about times the hot stuff, since there are only beautiful, fast, cool and expensive cars to be stolen. well the other hot item in this film is sway angelina jolie who will be a big star trust me . she is not only very convincing in the role as a car theft, but she is pretty hot too. ok not hot as in pretty, but hot as in damn cool and sexy. she was very believable in this role, probably because she is some kind of a wild woman in real life too do not believe me, read her biography and for the sexy part well just see for yourself man. i only know, that she plays the kind of girl i like in this film, because she is not too mainstream, a bit alternative look and she even comes with a tattoo. ok the only downsides i felt while watching this movie was, that there is not very much action, there is one totally unrealistic scene, the story is only ok and that there are not much jokes. hey but after seeing the whole film i must say who cares. why must i say that, well because it was still entertaining had a couple of cool car chases good music some bruckheimer scenes where the combination of music and the lines of actors make your eyes go wet good actors who all did their jobs pretty cars one cool, wild, sexy lady yes, i mean mrs. jolie and last but not least very nice and cool tools to boost the cars with. so some downsides here but still a pretty good and entertaining movie. all in all the best way to describe this film is that it is an overall ok movie with a cool feelgood ending. as for nicolas cage, well he is actually one of my most favourite actors in the action genre nowadays after such good films as the rock, con air, face off, snake eyes and finally this one. plus what actor has had so many good action thriller s in the last years and such successful ones ? well no one!!! maybe jackie chan, but he is one of my favourites too. one thing that is true though about mr. cages bruckheimer films is that they keep getting worse. the rock, was a clear , con air was a nice and this well this clearly is a . not that that mark is bad. does it not show that his films under bruckheimer keep getting worse and that maybe cage has to think longer before he accepts a role in a movie and probably he should make a few less movies ? no it does not show us that, because almost all of cage s films were successful in the last few years, except for mm and bringing out the dead. mm was not great, i admit that, but that was never cage s fault and the story seemed good to me. about the latter film i can not say anything, because i have not seen it yet. one thing though i know for sure, if bruckheimer would have asked me for those three films, i would have said yes to all of them. i would have said yes to the rock, because the story was great and because you would get to play with sean connery and ed harris. i would have said yes to con air, because there would be a lot of action in it, because the story was good and because you got to act with john malkovich and ving rhames. in this one i would have starred because i would have gotten a big paycheque, i would have been able to ride some cool and fast cars and because i would have been able to kiss angelina jolie cannot wait to see her in that lara croft outfit . this one was a good choice of mr. cage and it certainly was worth a look at in the theatre. out of"
positive,"forbidden planet is the best sf film from the golden age of sf cinema and what makes it a great film is its sense of wonder . as soon as the spaceship lands the audience via the ships human crew travels through an intelligent and sometimes terrifying adventure . we meet the unforgetable robbie , the mysterious dr morbuis , his beautiful and innocent daughter altair and we learn about the former inhabitants of the planet the krell who died out overnight . or did they ? you can nitpick and say the planet is obviously filmed in a movie studio with painted backdrops but that adds to a sense of menace of claustraphobia i feel and bebe and louis barron s electronic music adds even more atmosphere i m shocked this film isn t in the top imdb films ."
positive,"halfway through lajos koltai s evening, a woman on her deathbed asks a figure appearing in her hallucination can you tell me where my life went? the line could be embarrassingly theatrical, but the woman speaking it is vanessa redgrave, delivering it with utter simplicity, and the question tears your heart out. time and again, the film based on susan minot s novel skirts sentimentality and ordinariness, it holds attention, offers admirable performances, and engenders emotional involvement as few recent movies have. with only six months of the year gone, there are now two memorable, meaningful, worthwhile films in theaters, the other, of course, being sara polley s away from her. hollywood might have turned evening into a slick celebrity vehicle with its two pairs of real life mothers and daughters vanessa redgrave and natasha richardson, and meryl streep and mamie gummer. richardson is redgrave s daughter in the film with a sister played by tony collette , and gummer plays streep s younger self, while redgrave s youthful incarnation is claire danes. add glenn close, eileen atkins, hugh dancy, patrick wilson, and a large cast yes, it could have turned into a multiple star platform. instead, koltai the brilliant hungarian cinematographer of mephisto, and director of fateless created a subtle ensemble work with a continental feel, the story taking place in a high society newport environment, in the days leading up to a wedding that is fraught with trouble. missed connections, wrong choices, and dutiful compliance with social and family pressures present quite a soap opera, but the quality of the writing, koltai s direction, and selfless acting raise evening way above that level, into the the rarified air of english, french and a few american family sagas from a century before its contemporary setting. complex relationships between mothers and daughters, between friends and lovers, with the addition of a difficult triangle all come across clearly, understandably, captivatingly. individual tunes are woven into a symphony. and yet, with the all the foregoing emphasis on ensemble and selfless performances, the stars of evening still shine through, redgrave, richardson, gummer an exciting new discovery, looking vaguely like her mother, but a very different actress , danes carrying most of the load until streep shows up in the final moments and, of course, steals the show. dancy and wilson are well worth the price of admission too. as with away from her, evening stays with you at length, inviting a re thinking its story and characters, and re experiencing the emotions it raises. at two hours, the film runs a bit long, but the way it stays with you thereafter is welcome among the many movies that go cold long before your popcorn."
positive,"i sit through movies like tiempo de valientes and i want to talk about cinema for hours. the admiration this movie caused me is beyond my own limits of explanation, because i am watching the scenes of the film and i search inside my thoughts for film making ideas and dialogue innovations that could emerge from something bigger than damian szifron s mind. looking the environment, so uncompromised, so simple, i am thinking this man is a genius. no wonder he created what is probably the best television show argentina ever witnessed, and then a first movie full of elements some contemporary directors have not still achieved. el fondo del mar is the name and, it awakened a few years ago , my enthusiasm for our everyday cinema. starting his journey from people s daily real lives, szifron goes where pablo trapero never could in el bonaerense the federal police department s life. trapero s film was a journey into a man s mind and experiences, not into the places he saw. yes, there was a detailed training and lots of crime situations, but szifron in in there , his is more of a detective story, like the ones we know and love, with the mysteries and the thrilling music. but there is a lot of humanity in his writing, and he shows us his investigation through the eyes of his main characters, alfredo d az and mariano silverstein. there are a lot of actors of great caliber in the film, but these two actors are the ones the film cannot do without. the first character luis luque is a detective that has just found out his wife cheats on him and has to work on a case. the second one is a psychiatrist that is assigned the treatment of the detective. he wants to deal with him in regular sessions but the sheriff takes advantage of the time disposition and suggests he joins d az in his routines it is nothing, the usual stuff no problem . but it is bigger than that, and it will unfold a part of the doctor s personality he did not know. the relationship developed between the two leads cannot be explained unless it is observed, because it regards such a complexity that demonstrates how talented are some men like szifron that are trying, today, to leave a signature in our history. reaching points of unbelievable spontaneity, during a high pressure situation, d az tells silverstein how do we continue our treatment? , and silverstein answers no, i am not your doctor. you call me to have dinner i am your friend we laugh because we cannot help it. and we cannot help laughing when d az crashes a car in the street and does not gives importance to it, or when he trespasses all the red lights in the street, or when he smokes pot in his police patrol and silverstein cannot believe it but then smokes it too because he is screwed up or when silverstein tries to be friendly with d az s robber friends. magic from diego peretti is what we receive there. he, a psychiatrist himself, gives a performance in plan locas de amor , but impresses with all his range. luis luque on the other hand, is back on track with a top notch portrayal that reminds us the great actor he is. there is a passion i have for this, and as i said, i could write about it for hours, but unfortunately that is not the way it works and i have to be precise and summarize. although i have to watch a lot of the old movies and study them, i could assure that tiempo de valientes is the comedy argentina had been waiting for and never got until now."
positive,"north africa in the s. to a small arab town on the edge of the sahara comes a beautiful woman looking for meaning to her life a handsome trappist monk fleeing from his crisis of faith. they will meet and passions will be stirred, but not even the sand diviner knows if they will find happiness or sorrow, here, in the garden of allah. the plot is pure hokum, but the film is still great fun beautiful to look at. marlene dietrich charles boyer are a superb screen couple. she is, to put it simply, gorgeous, and boyer gives a most effective, understated performance, letting his sensitive face do much of his acting for him. the supporting cast is excellent basil rathbone, in a sympathetic role as a count who loves the desert joseph schildkraut as a friendly, talkative guide all the arabic he others speak in the film is pure gibberish lucile watson as a gentle mother superior alan marshal as an honorable young french officer tilly losch as a dangerous dancer henry brandon as a comic porter john carradine as the mysterious sand diviner and magnificent sir c. aubrey smith as a wise old priest. movie mavens will recognize helen jerome eddy as a nun marcia mae jones bonita granville peeking over the nun s shoulder as convent girls gaunt nigel de brulier as a monastery lector and ferdinand gottschalk as a hotel clerk, all uncredited. color films of the s are both rare lovely to look at, and this movie is no exception the cinematography is as colorful as the desert itself. the garden of allah was the first technicolor film to be shot on location. yuma, arizona gave the film makers all the sand dunes they could desire, but contaminated drinking water degree heat soon had the company in revolt. when the daily rushes showed boyer s face had burned a bright tomato red, producer david o. selznick finally gave in. the remainder of the film was shot on a hollywood sound stage."
positive,an excellent documentry. i personally remember this growing up in nyc in the early s. this movie is for anyone that was not around during that time period.this shows the one thing the african american gay underclass felt was solely theirs and the love and camadrie you see is real. the people are real and sadly few are still alive as this is being written. the balls are still held but not to the extent that they were in the the nineteen eighties. that time is gone forever. this is a good pre homo thug movie. when queens were really proud to be extroverts. goodbye to storyville this is another era gone but greatly documented all hail film!
positive,the h.g. wells classic has had several incarnations. the speilburg version and the classic version but only this one stays completely true to the book. nothing is changed nothing is removed. originally released as a hour film. the director re cut the film down to hours of pure excellence. its got a chapter by chapter visualization of the novels pages that wells would be proud of the story is as everyone remembers. martians invade the earth with capsules containing an army of tripod walking war machines. the people of th century earth are ill prepared to repel the alien forces and fight back with canons and guns who mes shells bound right off the walkers and when humanity is no longer a world wide power they are saved by the smallest of organisms on earth. the film is an excellent accomplishment for director timothy hines who has great potential as he brought this vision to life with a meager million budget. today b movies have larger budgets.
positive,"it is one of the better indian movies i have seen lately, instead of crappy song and dance or slum dog movies. all the actors have showed the right emotions at the right intensity with right timing. it is the hallmark of a good movie, that it make the viewer go back and research the subject, which exactly what i did checking on harilal. i always enjoy akshay khanna s subtle style of acting and interestingly he had rather a complicated relationship with his own father vinod khanna, albeit not as dramatic as gandhis and wonder how it helped him essay this character. i was impressed by the direction and thumbs up for anil kapoor for producing such a classy movie."
positive,"caught the tail end of this movie channel surfing through the cable movie channels, and was so intrigued i sought out the next showing. i really did not know what to expect after reading the program summary, but i came away from this movie feeling quite disturbed and distressed. it also gave me as adult who attended high school in the s, a little better insight into what our kids have to contend with these days. the fact that you do not see the shooting only adds to the chillness of the plot. to see both child and adult alike struggle to comprehend and come to terms with the senseless shootings was at times overwhelming. and will admit that i she would quite a few tears throughout. on the whole, not a movie that i would seek out to what, however i am sure glad i did see it."
positive,"a great bugs bunny cartoon from the earlier years has bugs as a performer in an window display at a local department store. after he is done for the day the manager comes in to tell him that he will be transferring soon. bugs is happy to oblige into he figures out that the new job is in taxidermy...and that taxidermy has to do with stuffing animals. animals like say, a certain rabbit. this causes a battle of wits between the rascally rabbit and his now former employer. i found this short to be delightful and definitely one of the better ones of the early s. it still remains as funny nearly years later. this animated short can be seen on disc of the looney tunes golden collection volume . my grade a"
positive,"after the usual chase scene, jerry accidentally winds up inside a bottle of invisible ink, which was part of a chemistry set. he quickly discovers he is invisible...so the predictable results occur, meaning he uses his new hidden condition to torment tom. jerry often is just defending himself, but often he has sadistic streak in him that torments the cat whenever possible, even when unprovoked. here, he makes tom think his eyes are deceiving him when cheese from a mousetrap disappears before his eyes, or milk from a dish. tom cannot take anymore so he tries to sleep this nightmare off, but jerry sets fire to his paw! man, i hope little kids did not ideas watching these cartoons back in the s and s! i always found jerry, the little mouse, more evil than cute. thankfully, in cartoons, generally, whatever damage a character suffers is gone within seconds and he is back to normal. the best part of this cartoon is about two thirds of the way through when tom figures out what the story is with jerry, and tries different methods to detect where the mouse is located such as putting flour on the floor to see his footprints ."
positive,"this is a comedy of morals, so occasionally a gentle touch of bitterness occurs, but a lightness soften all sarcasm and irony flows till all of a sudden one moment will halt your heart and changes everything. this film, marvelously written and directed, is a gem that shines perfectly, with beautiful acting by all. jean louis trintignant is exquisite as usual, and romy schneider is a pearl, perfect and glowing, that is not to be missed. a truly wonderful film !!"
positive,"the s is a great movie i saw it completely in one night about the hippy movement in the late s. although the title would suggest otherwise the first years of the s are not really important in this film. the main character of the movie is michael,a political activist who goes on the road in the us against the vietnam war. there he meets his girlfriend,sarah.michael s brother,brian,goes to vietnam to fight what a surprise! .he comes back from the war and changes in a tom cruise born on the fourth of july look a like and then into a hippy.his dad is a pro vietnam war type of guy what a surprise!! .michael s sister kate gets pregnant from a rock roll artist and runs away from home and goes to san francisco during the summer of love. the ending is very poor father becomes a liberal and everybody is happy ,but i let this slip away from my vote the rest of the movie is very good! . the performances by the actors are pretty good and the soundtrack of the movie is absolutely brilliant. all the main events of the sixties are in the movie,like the murders on jfk and martin luther king aswell as the big hippy protests,the summer of love and woodstock! look closely for wavy woodstock speaker gravy what we have in mind is breakfast in bed for . ! as a first aid employee at the woodstock festival! in the end,the s is a beautiful movie about a beautiful decade!"
positive,"mitchell leisen s fifth feature as director, and he shows his versatility by directing a musical, after his previous movies were heavy dramas. he also plays a cameo as the conductor. you can tell it is a pre code movie, and nothing like it was made in the us for quite a while afterwards like years . leisen shot the musical numbers so they were like what the audience would see no widescreen shots or from above ala busby berkeley. what i do find funny or interesting is that you never actually see the audience. as others have mentioned the leads are fairly characterless, and jack oakie and victor mclaghlan play their normal movie personas. gertrude michael however provides a bit of spark. the musical numbers are interesting and some good the rape of the rhapsody in particular is amusing but the drama unconvincing and faked three murders is too many and have minimal emotional impact on the characters. this is where this movie could have been a lot better."
positive,"i had been looking forward to how to lose friends alienate people for months, particularly due to the fact that kirsten dunst and simon pegg were starring. simon pegg is a comedic genius and kirsten dunst has always been a favorite actress of mine. how to lose friends alienate people hit the spot! of course not perfect, but very enjoyable and funny. how to lose friends alienate people follows the life of sidney young, a smalltime, bumbling, british celebrity journalist, who is hired by an upscale magazine in new york city. in spectacular fashion sidney enters high society and burns bridges with bosses, peers and superstars. after disrupting one black tie event by allowing a wild pig to run rampant, sidney catches the attention of clayton harding, editor of sharp, and accepts a job with the magazine in new york city. clayton warns sidney that he would better impress and charm everyone he can, if he wants to succeed. instead, sidney instantly insults and annoys fellow writer alison olsen kirsten dunst . he dares to target the star clients of power publicist eleanor johnson gillian anderson . he also upsets his direct boss lawrence maddox danny huston . sidney finds creative ways to annoy nearly everyone. his saving grace, a rising starlet sophie maes megan fox who develops an odd affection for him. in time, allison s friendship might be the only thing saving sydney from his downward spiraling career. the storyline is very interesting and the acting was top notch with what the actors were given. simon pegg is still hilarious as ever! he makes sydney bumbling, obnoxious, and annoying as real as it gets, but later in time making sydney not just likable, but also a real character who you root for in the end. kirsten dunst and jeff bridges were brilliant! kirsten had some very wonderful acting and hilarious scenes, and jeff bridges is just jeff f cking bridges! how can you not like him?! he makes clayton a very humorous character with some wit and overall you just love the guy. gillian anderson, megan fox, and danny huston were great as the supporting cast. each had their own personality that were overall pretty unlikable, but that is what just made the film work. one thing i did not enjoy was how one dimensional some of the characters were. i understand that most were the supporting cast, but some of the cast was underused and could have given the film some more spice to it. how to lose friends alienate people will never be on anyone s top films ever, or even top comedies ever, but it has a very high entertainment level and some scenes may even charm you as well. how to lose friends alienate people is definitely one of the better romantic comedies of the year!"
positive,"this short is a puzzlement. words fail me here, as this is almost indescribable, technically exceptional after more than years the visuals are remarkable and even occasionally amazing , this is not something you watch if you like things that are mundane or normal because it most certainly is not either. this be an odd one, gang. well worth checking out, but if things like ren and stimpy make your head hurt, you may want to skip this. recommended."
positive,"this is te cartoon that should have won instead of country cousin. visually well done and much more entertaining and memorable. worth watching just for the music alone! although there are elements that undoubtably will bruise the sensibilities of some these days, the cartoon has to be given a bit of perspective. it is over sixty years old and it is, after all, just a cartoon. i am disabled and if i were as hyper sensitive as the folks who look at things like this cartoon and take umbrage, i would have long since curled up in a fetal position and faded away. sometimes you need to lighten up, put your head back and float! caricatures of celebrities in cartoons were common in the s and s and were almost never terribly flattering. bing crosby reportedly hated it when he was used on more than one occasion. sigh"
positive,"this film seems to be well remembered as the time tom jerry signed a peace treaty. things are idyllic for a time but, predictably, it goes sour. probably the most memorable moment was the endless fight involving a pipe, a frying pan, and a baseball bat that the two plus butch the dog engage in at the beginning and end of the short. i enjoyed one a bunch and you should try to catch it on cartoon network."
positive,"this is so exciting! after i saw la roue this afternoon, a short, light hearted little movie, i consider this one a real treat! this is absolutely delightful and one of the most charming pictures i saw this year. it is the more amazing since it is an early talkie and puts some great pictures of the s to shame due to its innovative use of sound in cinema. it is simply filled with music and an adorable mood that is really upbeat and, bottom line, it made me happy! obviously it would not be so difficult to retrieve the lottery ticket the male lead was looking for, but the pace is so exhilarating and the movie is so spectacularly entertaining that i did not even think of it twice. the comedy is many times hilarious and i think it is even superior to the marx brothers, possibly the biggest comedic force of the time. this is rather perfect."
positive,"i was not sure when i heard about this coming out. i was thinking how dumb is disney getting. i was wrong. i found it to be very good. i mean it is not the lion king but it is cool to see another side from a certain point. it was very funny. also it was not one of those corny disney sequels were the animation sucks, it was just like the lion king animation. the only thing that eritated me was the whole movie theater thing through out the movie. not to give anything way but you will know what i am talking about. i also fun that it was cool to have most of the cast from the original to return. it was a very good movie over all."
positive,"tommy jones and matt dillon do the gambling world proud. the various moves with the wrists had to be learned as throwing craps is a skill in and of itself. there are a few surprises. as cynical as we are today, i fully expected the good girl to be crying over his grave, instead of his buddy s. especially with her remarks about going to the funeral of her best friend , when she first meets matt. and then of course you expect matt to kill the guy who threw battery acid in mr. allen s face, blinding him interesting role by bruce dern . wrrrooonnnnggg!!! some of the other hollywood endings do happen, but the writing is so excellent, the acting so carefully wrought that you are blissfully unaware. and the music is out of this world. taking us back to the s when our native passions were first being unleashed by the music of ray charles and bo diddley. even a little racism raring its ugly head in chicago, but at a club called, wonderfully, biloxi with a confederate flag backing up the racist remarks. i will be watching it again, just to hear the music. good thing i have the factotum sound track, so i can listen to that in the car. watch both together, and you will see how matt has matured....playing bar room characters in both. now that he owns a bar in the paramount hotel in nyc, he probably has great opportunity to do his studies. great actor, just coming into his own. he shows finely nuanced performances ...the good and the bad in his characters. his young boy off the farm is a great study, made especially poignant because of his bassett hound eyes. he makes love, convincingly as well. since he was in several movies with diane lane as a teen ager, i wonder how that it ...making love to an actress you kind of grew up with. adds conviction, i will say that."
positive,"man on fire tells a story of an ex special forces guy with a drinking problem who accepts a job as a personal bodyguard of a little girl in mexico during the wave of kidnappings for ransom. at first he is not to friendly, but then they befriend with each other, he decides to stop drinking etc., etc... then one day she gets kidnapped... and killed... and he, will not stop at anything to get the revenge. that is basically the story of man on fire but expect some big twists at least a few times including the ending which is beautiful and will probably make you cry. that is also because of the great music harry gregson williams with lisa gerrard gladiator composed. but the strongest part of the movie... wait... the thing is, everything here is perfect. first acting. denzel washington is at his best, mickey rourke and christopher walken good as always, great radtha mitchell and amazing young dakota fanning. and that is not the end of the list... then come the cinematography which is dazzling and along with superb editing, should have won an oscar for sure. the story is... not just a revenge movie. the story is intelligent, the story makes you think... and is pure beautiful. really. this is one of those movies you need to see in your lifetime, at least once!"
